replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260922,4,0.0,False,True,communication_guard,31,41150,2.6548387096774193,0.8206451612903226,32,0,0,32
20260922,4,0.0,False,True,tit_for_tat,30,39309,2.6206,0.8374,31,0,0,31
20260922,5,0.0,False,True,always_cooperate,24,31140,2.595,1.0,24,0,0,24
20260922,5,0.0,False,True,always_defect,13,13972,2.1495384615384614,0.0,11,0,0,11
20260922,5,0.0,False,True,communication_guard,32,42792,2.6745,0.826875,34,0,0,34
20260922,5,0.0,False,True,tit_for_tat,31,39969,2.5786451612903227,0.8194193548387096,31,0,0,31
20260922,6,0.0,False,True,always_cooperate,24,31890,2.6575,1.0,24,0,0,24
20260922,6,0.0,False,True,always_defect,11,11824,2.1498181818181816,0.0,9,0,0,9
20260922,6,0.0,False,True,communication_guard,34,46640,2.743529411764706,0.8711764705882353,35,0,0,35
20260922,6,0.0,False,True,tit_for_tat,31,42384,2.734451612903226,0.8861935483870967,32,0,0,32
20260922,7,0.0,False,True,always_cooperate,24,32640,2.72,1.0,24,0,0,24
20260922,7,0.0,False,True,always_defect,9,9672,2.1493333333333333,0.0,7,0,0,7
20260922,7,0.0,False,True,communication_guard,35,48638,2.779314285714286,0.8868571428571429,36,0,0,36
20260922,7,0.0,False,True,tit_for_tat,32,44325,2.7703125,0.9015625,33,0,0,33
20260922,8,0.0,False,True,always_cooperate,24,33330,2.7775,1.0,24,0,0,24
20260922,8,0.0,False,True,always_defect,7,7540,2.1542857142857144,0.0,5,0,0,5
20260922,8,0.0,False,True,communication_guard,36,50858,2.8254444444444444,0.9077777777777778,37,0,0,37
20260922,8,0.0,False,True,tit_for_tat,33,46308,2.8065454545454545,0.9170909090909091,34,0,0,34
20260922,9,0.0,False,True,always_cooperate,24,33990,2.8325,1.0,24,0,0,24
20260922,9,0.0,False,True,always_defect,5,5488,2.1952,0.0,4,0,0,4
20260922,9,0.0,False,True,communication_guard,37,53612,2.897945945945946,0.9486486486486486,38,0,0,38
20260922,9,0.0,False,True,tit_for_tat,34,49320,2.9011764705882355,0.9576470588235294,34,0,0,34
20260923,0,0.0,False,True,always_cooperate,25,28380,2.2704,1.0,25,0,0,25
20260923,0,0.0,False,True,always_defect,25,26168,2.09344,0.0,23,0,0,23
20260923,0,0.0,False,True,communication_guard,25,29276,2.34208,0.6536,26,0,0,26
20260923,0,0.0,False,True,tit_for_tat,25,29499,2.35992,0.72568,26,0,0,26
20260923,1,0.0,False,True,always_cooperate,25,29220,2.3376,1.0,25,0,0,25
20260923,1,0.0,False,True,always_defect,23,24044,2.090782608695652,0.0,21,0,0,21
20260923,1,0.0,False,True,communication_guard,26,31950,2.457692307692308,0.7215384615384616,27,0,0,27
20260923,1,0.0,False,True,tit_for_tat,26,31629,2.433,0.757,27,0,0,27
20260923,2,0.0,False,True,always_cooperate,25,29400,2.352,1.0,24,0,0,24
20260923,2,0.0,False,True,always_defect,21,22688,2.160761904761905,0.0,19,0,0,19
20260923,2,0.0,False,True,communication_guard,27,34600,2.562962962962963,0.7859259259259259,29,0,0,29
20260923,2,0.0,False,True,tit_for_tat,27,34473,2.5535555555555556,0.8086666666666666,28,0,0,28
20260923,3,0.0,False,True,always_cooperate,24,28890,2.4075,1.0,24,0,0,24
20260923,3,0.0,False,True,always_defect,19,20164,2.122526315789474,0.0,16,0,0,16
20260923,3,0.0,False,True,communication_guard,29,37192,2.5649655172413794,0.7751724137931034,31,0,0,31
20260923,3,0.0,False,True,tit_for_tat,28,35301,2.5215,0.7949285714285714,29,0,0,29
20260923,4,0.0,False,True,always_cooperate,24,30030,2.5025,1.0,24,0,0,24
20260923,4,0.0,False,True,always_defect,16,16976,2.122,0.0,14,0,0,14
20260923,4,0.0,False,True,communication_guard,31,40026,2.5823225806451613,0.7780645161290323,32,0,0,32
20260923,4,0.0,False,True,tit_for_tat,29,36402,2.5104827586206895,0.7902068965517242,30,0,0,30
20260923,5,0.0,False,True,always_cooperate,24,30840,2.57,1.0,24,0,0,24
20260923,5,0.0,False,True,always_defect,14,15012,2.1445714285714286,0.0,12,0,0,12
20260923,5,0.0,False,True,communication_guard,32,42906,2.681625,0.841875,33,0,0,33
20260923,5,0.0,False,True,tit_for_tat,30,39708,2.6472,0.8488,31,0,0,31
20260923,6,0.0,False,True,always_cooperate,24,31830,2.6525,1.0,24,0,0,24
20260923,6,0.0,False,True,always_defect,12,12496,2.082666666666667,0.0,10,0,0,10
20260923,6,0.0,False,True,communication_guard,33,44236,2.680969696969697,0.8351515151515152,34,0,0,34
20260923,6,0.0,False,True,tit_for_tat,31,41397,2.6707741935483873,0.8589032258064516,32,0,0,32
20260923,7,0.0,False,True,always_cooperate,24,32070,2.6725,1.0,24,0,0,24
20260923,7,0.0,False,True,always_defect,10,10912,2.1824,0.0,8,0,0,8
20260923,7,0.0,False,True,communication_guard,34,46746,2.749764705882353,0.8694117647058823,35,0,0,35
20260923,7,0.0,False,True,tit_for_tat,32,43968,2.748,0.892,33,0,0,33
20260923,8,0.0,False,True,always_cooperate,24,32940,2.745,1.0,24,0,0,24
20260923,8,0.0,False,True,always_defect,8,8656,2.164,0.0,6,0,0,6
20260923,8,0.0,False,True,communication_guard,35,49826,2.8472,0.924,36,0,0,36
20260923,8,0.0,False,True,tit_for_tat,33,46602,2.8243636363636364,0.9247272727272727,34,0,0,34
20260923,9,0.0,False,True,always_cooperate,24,33570,2.7975,1.0,24,0,0,24
20260923,9,0.0,False,True,always_defect,6,6676,2.2253333333333334,0.0,5,0,0,5
20260923,9,0.0,False,True,communication_guard,36,51542,2.8634444444444442,0.93,37,0,0,37
