replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,communication_error_rate,memory_window,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260925,3,0.0,False,True,0.25,,communication_guard,26,28226,2.1712307692307693,0.5284615384615384,26,0,0,26
20260925,3,0.0,False,True,0.25,,tit_for_tat,27,30315,2.2455555555555557,0.6766666666666666,27,0,0,27
20260925,4,0.0,False,True,0.25,,always_cooperate,25,29070,2.3256,1.0,26,0,0,26
20260925,4,0.0,False,True,0.25,,always_defect,22,23688,2.1534545454545455,0.0,21,0,0,21
20260925,4,0.0,False,True,0.25,,communication_guard,26,29414,2.2626153846153847,0.5769230769230769,26,0,0,26
20260925,4,0.0,False,True,0.25,,tit_for_tat,27,31302,2.3186666666666667,0.708,27,0,0,27
20260925,5,0.0,False,True,0.25,,always_cooperate,26,29910,2.3007692307692307,1.0,27,0,0,27
20260925,5,0.0,False,True,0.25,,always_defect,21,22880,2.179047619047619,0.0,20,0,0,20
20260925,5,0.0,False,True,0.25,,communication_guard,26,28268,2.1744615384615384,0.49923076923076926,25,0,0,25
20260925,5,0.0,False,True,0.25,,tit_for_tat,27,30798,2.2813333333333334,0.692,28,0,0,28
20260925,6,0.0,False,True,0.25,,always_cooperate,27,32370,2.397777777777778,1.0,28,0,0,28
20260925,6,0.0,False,True,0.25,,always_defect,20,22072,2.2072,0.0,19,0,0,19
20260925,6,0.0,False,True,0.25,,communication_guard,25,28544,2.28352,0.5928,24,0,0,24
20260925,6,0.0,False,True,0.25,,tit_for_tat,28,33516,2.394,0.7402857142857143,29,0,0,29
20260925,7,0.0,False,True,0.25,,always_cooperate,28,33600,2.4,1.0,28,0,0,28
20260925,7,0.0,False,True,0.25,,always_defect,19,21724,2.286736842105263,0.0,18,0,0,18
20260925,7,0.0,False,True,0.25,,communication_guard,24,28238,2.3531666666666666,0.6225,24,0,0,24
20260925,7,0.0,False,True,0.25,,tit_for_tat,29,35562,2.452551724137931,0.7653793103448275,30,0,0,30
20260925,8,0.0,False,True,0.25,,always_cooperate,28,33060,2.361428571428571,1.0,27,0,0,27
20260925,8,0.0,False,True,0.25,,always_defect,18,21704,2.4115555555555557,0.0,18,0,0,18
20260925,8,0.0,False,True,0.25,,communication_guard,24,29952,2.496,0.7041666666666667,24,0,0,24
20260925,8,0.0,False,True,0.25,,tit_for_tat,30,38301,2.5534,0.8086,31,0,0,31
20260925,9,0.0,False,True,0.25,,always_cooperate,27,32430,2.402222222222222,1.0,27,0,0,27
20260925,9,0.0,False,True,0.25,,always_defect,18,20328,2.2586666666666666,0.0,17,0,0,17
20260925,9,0.0,False,True,0.25,,communication_guard,24,29180,2.4316666666666666,0.65,24,0,0,24
20260925,9,0.0,False,True,0.25,,tit_for_tat,31,39213,2.5298709677419353,0.7985161290322581,32,0,0,32
20260926,0,0.0,False,True,0.25,,always_cooperate,25,26970,2.1576,1.0,24,0,0,24
20260926,0,0.0,False,True,0.25,,always_defect,25,27036,2.16288,0.0,25,0,0,25
20260926,0,0.0,False,True,0.25,,communication_guard,25,27256,2.18048,0.5072,25,0,0,25
20260926,0,0.0,False,True,0.25,,tit_for_tat,25,28197,2.25576,0.68104,26,0,0,26
20260926,1,0.0,False,True,0.25,,always_cooperate,24,26070,2.1725,1.0,24,0,0,24
20260926,1,0.0,False,True,0.25,,always_defect,25,27140,2.1712,0.0,25,0,0,25
20260926,1,0.0,False,True,0.25,,communication_guard,25,27972,2.23776,0.5672,25,0,0,25
20260926,1,0.0,False,True,0.25,,tit_for_tat,26,29172,2.244,0.676,26,0,0,26
20260926,2,0.0,False,True,0.25,,always_cooperate,24,26580,2.215,1.0,24,0,0,24
20260926,2,0.0,False,True,0.25,,always_defect,25,26736,2.13888,0.0,25,0,0,25
20260926,2,0.0,False,True,0.25,,communication_guard,25,26924,2.15392,0.5232,25,0,0,25
20260926,2,0.0,False,True,0.25,,tit_for_tat,26,28500,2.1923076923076925,0.6538461538461539,26,0,0,26
20260926,3,0.0,False,True,0.25,,always_cooperate,24,26850,2.2375,1.0,24,0,0,24
20260926,3,0.0,False,True,0.25,,always_defect,25,26440,2.1152,0.0,24,0,0,24
20260926,3,0.0,False,True,0.25,,communication_guard,25,26984,2.15872,0.536,25,0,0,25
20260926,3,0.0,False,True,0.25,,tit_for_tat,26,29529,2.2714615384615384,0.6877692307692308,27,0,0,27
20260926,4,0.0,False,True,0.25,,always_cooperate,24,26670,2.2225,1.0,25,0,0,25
20260926,4,0.0,False,True,0.25,,always_defect,24,25100,2.091666666666667,0.0,23,0,0,23
20260926,4,0.0,False,True,0.25,,communication_guard,25,25830,2.0664,0.4488,24,0,0,24
20260926,4,0.0,False,True,0.25,,tit_for_tat,27,29685,2.198888888888889,0.6566666666666666,28,0,0,28
20260926,5,0.0,False,True,0.25,,always_cooperate,25,28560,2.2848,1.0,25,0,0,25
20260926,5,0.0,False,True,0.25,,always_defect,23,24940,2.168695652173913,0.0,22,0,0,22
20260926,5,0.0,False,True,0.25,,communication_guard,24,26366,2.1971666666666665,0.5541666666666667,24,0,0,24
20260926,5,0.0,False,True,0.25,,tit_for_tat,28,32466,2.319,0.7081428571428572,29,0,0,29
20260926,6,0.0,False,True,0.25,,always_cooperate,25,28620,2.2896,1.0,25,0,0,25
20260926,6,0.0,False,True,0.25,,always_defect,22,24120,2.192727272727273,0.0,21,0,0,21
20260926,6,0.0,False,True,0.25,,communication_guard,24,26958,2.2465,0.5683333333333334,24,0,0,24
20260926,6,0.0,False,True,0.25,,tit_for_tat,29,34323,2.367103448275862,0.7287586206896551,30,0,0,30
20260926,7,0.0,False,True,0.25,,always_cooperate,25,28710,2.2968,1.0,25,0,0,25
20260926,7,0.0,False,True,0.25,,always_defect,21,23352,2.224,0.0,20,0,0,20
20260926,7,0.0,False,True,0.25,,communication_guard,24,28470,2.3725,0.6416666666666667,24,0,0,24
20260926,7,0.0,False,True,0.25,,tit_for_tat,30,36852,2.4568,0.7672,31,0,0,31
20260926,8,0.0,False,True,0.25,,always_cooperate,25,29220,2.3376,1.0,25,0,0,25
20260926,8,0.0,False,True,0.25,,always_defect,20,21864,2.1864,0.0,18,0,0,18
20260926,8,0.0,False,True,0.25,,communication_guard,24,29080,2.4233333333333333,0.65,25,0,0,25
20260926,8,0.0,False,True,0.25,,tit_for_tat,31,38394,2.4770322580645163,0.7758709677419355,32,0,0,32
20260926,9,0.0,False,True,0.25,,always_cooperate,25,30900,2.472,1.0,25,0,0,25
20260926,9,0.0,False,True,0.25,,always_defect,18,18968,2.1075555555555554,0.0,16,0,0,16
20260926,9,0.0,False,True,0.25,,communication_guard,25,30908,2.47264,0.6936,26,0,0,26
20260926,9,0.0,False,True,0.25,,tit_for_tat,32,39831,2.4894375,0.7811875,33,0,0,33
20260927,0,0.0,False,True,0.25,,always_cooperate,25,27390,2.1912,1.0,25,0,0,25
20260927,0,0.0,False,True,0.25,,always_defect,25,27368,2.18944,0.0,25,0,0,25
20260927,0,0.0,False,True,0.25,,communication_guard,25,28180,2.2544,0.5816,25,0,0,25
20260927,0,0.0,False,True,0.25,,tit_for_tat,25,28428,2.27424,0.68896,25,0,0,25
20260927,1,0.0,False,True,0.25,,always_cooperate,25,27390,2.1912,1.0,25,0,0,25
20260927,1,0.0,False,True,0.25,,always_defect,25,27600,2.208,0.0,25,0,0,25
20260927,1,0.0,False,True,0.25,,communication_guard,25,28168,2.25344,0.5864,25,0,0,25
20260927,1,0.0,False,True,0.25,,tit_for_tat,25,28218,2.25744,0.68176,25,0,0,25
20260927,2,0.0,False,True,0.25,,always_cooperate,25,28140,2.2512,1.0,25,0,0,25
20260927,2,0.0,False,True,0.25,,always_defect,25,26592,2.12736,0.0,24,0,0,24
20260927,2,0.0,False,True,0.25,,communication_guard,25,27188,2.17504,0.5432,25,0,0,25
20260927,2,0.0,False,True,0.25,,tit_for_tat,25,28365,2.2692,0.6868,26,0,0,26
20260927,3,0.0,False,True,0.25,,always_cooperate,25,27780,2.2224,1.0,26,0,0,26
20260927,3,0.0,False,True,0.25,,always_defect,24,25480,2.1233333333333335,0.0,24,0,0,24
20260927,3,0.0,False,True,0.25,,communication_guard,25,25900,2.072,0.4528,24,0,0,24
