replicate_seed,generation,mutation_rate,reputation_enabled,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260923,1,0.0,False,reputation_guard,22,22860,2.078181818181818,1.0,19,0,0,19
20260923,1,0.0,False,tit_for_tat,24,28251,2.35425,0.72325,24,0,0,24
20260923,2,0.0,False,always_cooperate,20,18720,1.872,1.0,17,0,0,17
20260923,2,0.0,False,always_defect,37,48884,2.6423783783783783,0.0,43,0,0,43
20260923,2,0.0,False,reputation_guard,19,18360,1.9326315789473685,1.0,16,0,0,16
20260923,2,0.0,False,tit_for_tat,24,26424,2.202,0.658,24,0,0,24
20260923,3,0.0,False,always_cooperate,17,13920,1.6376470588235295,1.0,13,0,0,13
20260923,3,0.0,False,always_defect,43,52488,2.4413023255813955,0.0,50,0,0,50
20260923,3,0.0,False,reputation_guard,16,13950,1.74375,1.0,13,0,0,13
20260923,3,0.0,False,tit_for_tat,24,24723,2.06025,0.59725,24,0,0,24
20260923,4,0.0,False,always_cooperate,13,9000,1.3846153846153846,1.0,9,0,0,9
20260923,4,0.0,False,always_defect,50,54532,2.18128,0.0,57,0,0,57
20260923,4,0.0,False,reputation_guard,13,9690,1.4907692307692308,1.0,10,0,0,10
20260923,4,0.0,False,tit_for_tat,24,23127,1.92725,0.54025,24,0,0,24
20260923,5,0.0,False,always_cooperate,9,5700,1.2666666666666666,1.0,7,0,0,7
20260923,5,0.0,False,always_defect,57,53232,1.8677894736842104,0.0,61,0,0,61
20260923,5,0.0,False,reputation_guard,10,6330,1.266,1.0,7,0,0,7
20260923,5,0.0,False,tit_for_tat,24,21447,1.78725,0.48025,25,0,0,25
20260923,6,0.0,False,always_cooperate,7,3780,1.08,1.0,5,0,0,5
20260923,6,0.0,False,always_defect,61,51284,1.6814426229508197,0.0,64,0,0,64
20260923,6,0.0,False,reputation_guard,7,3960,1.1314285714285715,1.0,5,0,0,5
20260923,6,0.0,False,tit_for_tat,25,21204,1.69632,0.44128,26,0,0,26
20260923,7,0.0,False,always_cooperate,5,2670,1.068,1.0,3,0,0,3
20260923,7,0.0,False,always_defect,64,47816,1.49425,0.0,64,0,0,64
20260923,7,0.0,False,reputation_guard,5,2970,1.188,1.0,4,0,0,4
20260923,7,0.0,False,tit_for_tat,26,21486,1.6527692307692308,0.4226153846153846,29,0,0,29
20260923,8,0.0,False,always_cooperate,3,1620,1.08,1.0,2,0,0,2
20260923,8,0.0,False,always_defect,64,45044,1.407625,0.0,62,0,0,62
20260923,8,0.0,False,reputation_guard,4,1950,0.975,1.0,3,0,0,3
20260923,8,0.0,False,tit_for_tat,29,23529,1.6226896551724137,0.40972413793103446,33,0,0,33
20260923,9,0.0,False,always_cooperate,2,1260,1.26,1.0,2,0,0,2
20260923,9,0.0,False,always_defect,62,41060,1.324516129032258,0.0,57,0,0,57
20260923,9,0.0,False,reputation_guard,3,1770,1.18,1.0,2,0,0,2
20260923,9,0.0,False,tit_for_tat,33,27975,1.6954545454545455,0.4409090909090909,39,0,0,39
20260924,0,0.0,False,always_cooperate,25,28260,2.2608,1.0,23,0,0,23
20260924,0,0.0,False,always_defect,25,38960,3.1168,0.0,31,0,0,31
20260924,0,0.0,False,reputation_guard,25,27870,2.2296,1.0,22,0,0,22
20260924,0,0.0,False,tit_for_tat,25,30675,2.454,0.766,24,0,0,24
20260924,1,0.0,False,always_cooperate,23,23280,2.0243478260869567,1.0,19,0,0,19
20260924,1,0.0,False,always_defect,31,44980,2.9019354838709677,0.0,38,0,0,38
20260924,1,0.0,False,reputation_guard,22,23220,2.110909090909091,1.0,19,0,0,19
20260924,1,0.0,False,tit_for_tat,24,28230,2.3525,0.7225,24,0,0,24
20260924,2,0.0,False,always_cooperate,19,17100,1.8,1.0,15,0,0,15
20260924,2,0.0,False,always_defect,38,50256,2.6450526315789475,0.0,45,0,0,45
