replicate_seed,generation,mutation_rate,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260927,4,0.02,always_defect,18,21412,2.379111111111111,0.0,17,0,0,17
20260927,4,0.02,forgiving_tit_for_tat,21,27056,2.576761904761905,0.8460952380952381,22,0,0,22
20260927,4,0.02,pavlov,20,25550,2.555,0.911,20,1,0,21
20260927,4,0.02,tit_for_tat,24,31401,2.61675,0.83575,25,1,0,26
20260927,5,0.02,always_cooperate,14,17310,2.472857142857143,1.0,14,2,0,16
20260927,5,0.02,always_defect,17,19380,2.28,0.0,15,1,1,15
20260927,5,0.02,forgiving_tit_for_tat,22,28754,2.614,0.8596363636363636,23,0,0,23
20260927,5,0.02,pavlov,21,27150,2.585714285714286,0.9171428571428571,21,0,1,20
20260927,5,0.02,tit_for_tat,26,34086,2.622,0.838,27,0,1,26
20260927,6,0.02,always_cooperate,16,20490,2.56125,1.0,16,1,1,16
20260927,6,0.02,always_defect,15,17740,2.3653333333333335,0.0,14,1,0,15
20260927,6,0.02,forgiving_tit_for_tat,23,30298,2.6346086956521737,0.8671304347826087,23,1,1,23
20260927,6,0.02,pavlov,20,25900,2.59,0.918,20,0,1,19
20260927,6,0.02,tit_for_tat,26,35052,2.6963076923076925,0.8698461538461538,27,0,0,27
20260927,7,0.02,always_cooperate,16,20520,2.565,1.0,16,0,0,16
20260927,7,0.02,always_defect,15,17628,2.3504,0.0,13,1,0,14
20260927,7,0.02,forgiving_tit_for_tat,23,30584,2.659478260869565,0.8761739130434782,24,0,0,24
20260927,7,0.02,pavlov,19,24525,2.581578947368421,0.9163157894736842,19,1,0,20
20260927,7,0.02,tit_for_tat,27,35859,2.656222222222222,0.8526666666666667,28,0,2,26
20260927,8,0.02,always_cooperate,16,20700,2.5875,1.0,16,0,0,16
20260927,8,0.02,always_defect,14,16888,2.4125714285714284,0.0,13,0,0,13
20260927,8,0.02,forgiving_tit_for_tat,24,32084,2.6736666666666666,0.8813333333333333,24,0,0,24
20260927,8,0.02,pavlov,20,25775,2.5775,0.9155,20,0,0,20
20260927,8,0.02,tit_for_tat,26,35409,2.7237692307692307,0.8816153846153846,27,0,0,27
20260927,9,0.02,always_cooperate,16,20790,2.59875,1.0,16,0,0,16
20260927,9,0.02,always_defect,13,15124,2.326769230769231,0.0,11,0,0,11
20260927,9,0.02,forgiving_tit_for_tat,24,32854,2.737833333333333,0.9046666666666666,25,0,0,25
20260927,9,0.02,pavlov,20,26925,2.6925,0.9385,20,0,0,20
20260927,9,0.02,tit_for_tat,27,36615,2.712222222222222,0.8766666666666667,28,0,0,28
20260928,0,0.02,always_cooperate,20,24360,2.436,1.0,20,1,0,21
20260928,0,0.02,always_defect,20,24112,2.4112,0.0,19,1,0,20
20260928,0,0.02,forgiving_tit_for_tat,20,25380,2.538,0.832,20,0,0,20
20260928,0,0.02,pavlov,20,24850,2.485,0.897,20,0,0,20
20260928,0,0.02,tit_for_tat,20,25842,2.5842,0.8218,21,0,2,19
20260928,1,0.02,always_cooperate,21,25680,2.4457142857142857,1.0,20,0,0,20
20260928,1,0.02,always_defect,20,24612,2.4612,0.0,20,0,0,20
20260928,1,0.02,forgiving_tit_for_tat,20,25358,2.5358,0.8312,20,0,1,19
20260928,1,0.02,pavlov,20,24500,2.45,0.89,20,0,0,20
20260928,1,0.02,tit_for_tat,19,24489,2.5777894736842106,0.8190526315789474,20,1,0,21
20260928,2,0.02,always_cooperate,20,23910,2.391,1.0,19,0,1,18
20260928,2,0.02,always_defect,20,24652,2.4652,0.0,20,0,1,19
20260928,2,0.02,forgiving_tit_for_tat,19,24100,2.536842105263158,0.8315789473684211,19,1,2,18
20260928,2,0.02,pavlov,20,24800,2.48,0.896,20,1,0,21
20260928,2,0.02,tit_for_tat,21,27447,2.614,0.8345714285714285,22,2,0,24
20260928,3,0.02,always_cooperate,18,22140,2.46,1.0,18,1,1,18
20260928,3,0.02,always_defect,19,22408,2.3587368421052632,0.0,18,1,1,18
20260928,3,0.02,forgiving_tit_for_tat,18,22886,2.5428888888888888,0.8337777777777777,18,1,0,19
20260928,3,0.02,pavlov,21,26550,2.5285714285714285,0.9057142857142857,21,0,0,21
20260928,3,0.02,tit_for_tat,24,30897,2.57475,0.81775,25,0,1,24
20260928,4,0.02,always_cooperate,18,22050,2.45,1.0,17,0,0,17
20260928,4,0.02,always_defect,18,21680,2.408888888888889,0.0,17,0,0,17
20260928,4,0.02,forgiving_tit_for_tat,19,24826,2.6132631578947367,0.8593684210526316,20,0,0,20
20260928,4,0.02,pavlov,21,26650,2.538095238095238,0.9076190476190477,21,0,0,21
20260928,4,0.02,tit_for_tat,24,31464,2.622,0.838,25,0,0,25
20260928,5,0.02,always_cooperate,17,21240,2.498823529411765,1.0,17,0,0,17
20260928,5,0.02,always_defect,17,20292,2.387294117647059,0.0,16,1,1,16
20260928,5,0.02,forgiving_tit_for_tat,20,26128,2.6128,0.8592,20,1,2,19
20260928,5,0.02,pavlov,21,26575,2.530952380952381,0.9061904761904762,21,1,0,22
20260928,5,0.02,tit_for_tat,25,33489,2.67912,0.86248,26,1,1,26
20260928,6,0.02,always_cooperate,17,21540,2.5341176470588236,1.0,17,0,1,16
20260928,6,0.02,always_defect,16,19456,2.432,0.0,15,2,0,17
20260928,6,0.02,forgiving_tit_for_tat,19,25024,2.634105263157895,0.8669473684210526,19,0,0,19
20260928,6,0.02,pavlov,22,27975,2.543181818181818,0.9086363636363637,22,0,0,22
20260928,6,0.02,tit_for_tat,26,34317,2.6397692307692306,0.8456153846153847,27,0,1,26
20260928,7,0.02,always_cooperate,16,19950,2.49375,1.0,16,1,0,17
20260928,7,0.02,always_defect,17,20572,2.420235294117647,0.0,16,1,0,17
20260928,7,0.02,forgiving_tit_for_tat,19,24386,2.5669473684210526,0.8425263157894737,19,0,0,19
20260928,7,0.02,pavlov,22,27575,2.506818181818182,0.9013636363636364,22,0,2,20
20260928,7,0.02,tit_for_tat,26,34611,2.6623846153846156,0.8553076923076923,27,0,0,27
20260928,8,0.02,always_cooperate,17,20940,2.4635294117647057,1.0,16,2,0,18
20260928,8,0.02,always_defect,17,20004,2.3534117647058825,0.0,16,1,1,16
20260928,8,0.02,forgiving_tit_for_tat,19,25376,2.671157894736842,0.880421052631579,20,1,0,21
20260928,8,0.02,pavlov,20,25825,2.5825,0.9165,20,0,3,17
20260928,8,0.02,tit_for_tat,27,35523,2.6313333333333335,0.842,28,1,1,28
20260928,9,0.02,always_cooperate,18,22080,2.453333333333333,1.0,17,1,0,18
20260928,9,0.02,always_defect,16,19376,2.422,0.0,15,0,0,15
20260928,9,0.02,forgiving_tit_for_tat,21,27760,2.643809523809524,0.8704761904761905,22,0,1,21
20260928,9,0.02,pavlov,17,22225,2.614705882352941,0.9229411764705883,17,0,1,16
20260928,9,0.02,tit_for_tat,28,37611,2.6865,0.8656428571428572,29,1,0,30
20260929,0,0.02,always_cooperate,20,24300,2.43,1.0,19,0,0,19
20260929,0,0.02,always_defect,20,24376,2.4376,0.0,20,0,1,19
20260929,0,0.02,forgiving_tit_for_tat,20,25556,2.5556,0.8384,20,0,0,20
20260929,0,0.02,pavlov,20,24525,2.4525,0.8905,20,0,0,20
20260929,0,0.02,tit_for_tat,20,25905,2.5905,0.8245,21,1,0,22
20260929,1,0.02,always_cooperate,19,22950,2.4157894736842107,1.0,18,0,1,17
20260929,1,0.02,always_defect,19,23364,2.4593684210526314,0.0,19,1,0,20
20260929,1,0.02,forgiving_tit_for_tat,20,25666,2.5666,0.8424,20,0,0,20
20260929,1,0.02,pavlov,20,24825,2.4825,0.8965,20,0,0,20
20260929,1,0.02,tit_for_tat,22,29073,2.643,0.847,23,0,0,23
20260929,2,0.02,always_cooperate,17,20460,2.407058823529412,1.0,17,0,2,15
20260929,2,0.02,always_defect,20,23316,2.3316,0.0,19,1,0,20
20260929,2,0.02,forgiving_tit_for_tat,20,25226,2.5226,0.8264,20,0,0,20
20260929,2,0.02,pavlov,20,25150,2.515,0.903,20,1,0,21
20260929,2,0.02,tit_for_tat,23,29355,2.552608695652174,0.8082608695652174,24,0,0,24
20260929,3,0.02,always_cooperate,15,17970,2.396,1.0,14,0,1,13
20260929,3,0.02,always_defect,20,22948,2.2948,0.0,19,1,0,20
20260929,3,0.02,forgiving_tit_for_tat,20,25600,2.56,0.84,21,0,0,21
20260929,3,0.02,pavlov,21,26100,2.4857142857142858,0.8971428571428571,21,0,0,21
20260929,3,0.02,tit_for_tat,24,30813,2.56775,0.81475,25,0,0,25
20260929,4,0.02,always_cooperate,13,15510,2.3861538461538463,1.0,13,1,1,13
20260929,4,0.02,always_defect,20,22552,2.2552,0.0,18,0,1,17
20260929,4,0.02,forgiving_tit_for_tat,21,26638,2.536952380952381,0.8316190476190476,22,0,0,22
20260929,4,0.02,pavlov,21,25825,2.4595238095238097,0.8919047619047619,21,0,0,21
20260929,4,0.02,tit_for_tat,25,32649,2.61192,0.83368,26,1,0,27
20260929,5,0.02,always_cooperate,13,16440,2.5292307692307694,1.0,13,0,0,13
20260929,5,0.02,always_defect,17,18872,2.220235294117647,0.0,15,0,2,13
20260929,5,0.02,forgiving_tit_for_tat,22,28710,2.61,0.8581818181818182,23,2,0,25
20260929,5,0.02,pavlov,21,26825,2.5547619047619046,0.910952380952381,21,1,0,22
20260929,5,0.02,tit_for_tat,27,35292,2.6142222222222222,0.8346666666666667,28,0,1,27
20260929,6,0.02,always_cooperate,13,17010,2.616923076923077,1.0,13,0,1,12
20260929,6,0.02,always_defect,13,15168,2.3335384615384616,0.0,11,0,0,11
20260929,6,0.02,forgiving_tit_for_tat,25,33672,2.69376,0.88864,26,1,0,27
20260929,6,0.02,pavlov,22,28925,2.6295454545454544,0.9259090909090909,22,0,0,22
20260929,6,0.02,tit_for_tat,27,36846,2.7293333333333334,0.884,28,0,0,28
20260929,7,0.02,always_cooperate,12,16470,2.745,1.0,12,0,1,11
20260929,7,0.02,always_defect,11,11844,2.1534545454545455,0.0,9,0,0,9
20260929,7,0.02,forgiving_tit_for_tat,27,37178,2.753925925925926,0.9105185185185185,28,0,0,28
20260929,7,0.02,pavlov,22,29950,2.7227272727272727,0.9445454545454546,22,1,1,22
20260929,7,0.02,tit_for_tat,28,38556,2.754,0.8945714285714286,29,1,0,30
20260929,8,0.02,always_cooperate,11,15060,2.7381818181818183,1.0,11,0,0,11
20260929,8,0.02,always_defect,9,10100,2.2444444444444445,0.0,7,1,0,8
20260929,8,0.02,forgiving_tit_for_tat,28,39052,2.7894285714285716,0.9234285714285714,29,0,1,28
20260929,8,0.02,pavlov,22,30400,2.7636363636363637,0.9527272727272728,22,0,0,22
20260929,8,0.02,tit_for_tat,30,42228,2.8152,0.9208,31,1,1,31
20260929,9,0.02,always_cooperate,11,15000,2.727272727272727,1.0,11,0,0,11
20260929,9,0.02,always_defect,8,9072,2.268,0.0,7,1,0,8
20260929,9,0.02,forgiving_tit_for_tat,28,39272,2.805142857142857,0.9291428571428572,28,1,0,29
20260929,9,0.02,pavlov,22,31025,2.8204545454545453,0.9640909090909091,22,0,0,22
20260929,9,0.02,tit_for_tat,31,43875,2.8306451612903225,0.9274193548387096,32,0,2,30
20260930,0,0.02,always_cooperate,20,23910,2.391,1.0,19,0,0,19
20260930,0,0.02,always_defect,20,24736,2.4736,0.0,20,0,0,20
20260930,0,0.02,forgiving_tit_for_tat,20,25402,2.5402,0.8328,20,0,0,20
20260930,0,0.02,pavlov,20,24725,2.4725,0.8945,20,0,0,20
20260930,0,0.02,tit_for_tat,20,26199,2.6199,0.8371,21,0,0,21
20260930,1,0.02,always_cooperate,19,23100,2.431578947368421,1.0,19,0,0,19
20260930,1,0.02,always_defect,20,23752,2.3752,0.0,19,0,1,18
20260930,1,0.02,forgiving_tit_for_tat,20,25248,2.5248,0.8272,20,0,1,19
20260930,1,0.02,pavlov,20,25075,2.5075,0.9015,20,1,0,21
20260930,1,0.02,tit_for_tat,21,26859,2.558,0.8105714285714286,22,1,0,23
20260930,2,0.02,always_cooperate,19,23250,2.4473684210526314,1.0,18,0,0,18
20260930,2,0.02,always_defect,18,22208,2.4675555555555557,0.0,18,0,0,18
20260930,2,0.02,forgiving_tit_for_tat,19,24650,2.594736842105263,0.8526315789473684,19,1,0,20
20260930,2,0.02,pavlov,21,26525,2.526190476190476,0.9052380952380953,21,0,0,21
20260930,2,0.02,tit_for_tat,23,30153,2.622,0.838,24,0,1,23
20260930,3,0.02,always_cooperate,18,22080,2.453333333333333,1.0,17,0,0,17
20260930,3,0.02,always_defect,18,21796,2.421777777777778,0.0,17,1,0,18
20260930,3,0.02,forgiving_tit_for_tat,20,26062,2.6062,0.8568,21,0,0,21
20260930,3,0.02,pavlov,21,26475,2.5214285714285714,0.9042857142857142,21,0,0,21
20260930,3,0.02,tit_for_tat,23,30384,2.642086956521739,0.8466086956521739,24,0,1,23
20260930,4,0.02,always_cooperate,17,20940,2.4635294117647057,1.0,17,0,2,15
20260930,4,0.02,always_defect,18,21608,2.400888888888889,0.0,17,2,1,18
20260930,4,0.02,forgiving_tit_for_tat,21,27056,2.576761904761905,0.8460952380952381,21,0,0,21
20260930,4,0.02,pavlov,21,26475,2.5214285714285714,0.9042857142857142,21,0,0,21
20260930,4,0.02,tit_for_tat,23,29817,2.5927826086956522,0.8254782608695652,24,1,0,25
20260930,5,0.02,always_cooperate,15,18660,2.488,1.0,15,0,0,15
20260930,5,0.02,always_defect,18,21064,2.3404444444444445,0.0,17,0,0,17
20260930,5,0.02,forgiving_tit_for_tat,21,26792,2.5516190476190475,0.836952380952381,21,0,0,21
20260930,5,0.02,pavlov,21,26025,2.4785714285714286,0.8957142857142857,21,0,0,21
20260930,5,0.02,tit_for_tat,25,33027,2.64216,0.84664,26,0,0,26
20260930,6,0.02,always_cooperate,15,18570,2.476,1.0,15,2,1,16
20260930,6,0.02,always_defect,17,19304,2.271058823529412,0.0,15,0,1,14
20260930,6,0.02,forgiving_tit_for_tat,21,28156,2.6815238095238096,0.8841904761904762,22,1,0,23
20260930,6,0.02,pavlov,21,27275,2.5976190476190477,0.9195238095238095,21,0,1,20
20260930,6,0.02,tit_for_tat,26,33918,2.6090769230769233,0.8324615384615385,27,1,1,27
20260930,7,0.02,always_cooperate,16,20490,2.56125,1.0,16,0,0,16
20260930,7,0.02,always_defect,14,16492,2.356,0.0,13,1,0,14
20260930,7,0.02,forgiving_tit_for_tat,23,30760,2.674782608695652,0.8817391304347826,23,1,0,24
20260930,7,0.02,pavlov,20,26625,2.6625,0.9325,20,1,0,21
20260930,7,0.02,tit_for_tat,27,36552,2.7075555555555555,0.8746666666666667,28,0,3,25
20260930,8,0.02,always_cooperate,16,20370,2.54625,1.0,16,1,1,16
20260930,8,0.02,always_defect,14,16820,2.402857142857143,0.0,13,0,1,12
20260930,8,0.02,forgiving_tit_for_tat,24,32128,2.6773333333333333,0.8826666666666667,24,1,0,25
20260930,8,0.02,pavlov,21,27925,2.6595238095238094,0.9319047619047619,21,1,1,21
20260930,8,0.02,tit_for_tat,25,33762,2.70096,0.87184,26,0,0,26
20260930,9,0.02,always_cooperate,16,21120,2.64,1.0,16,1,0,17
20260930,9,0.02,always_defect,12,14464,2.4106666666666667,0.0,11,0,0,11
20260930,9,0.02,forgiving_tit_for_tat,25,34420,2.7536,0.9104,25,0,1,24
20260930,9,0.02,pavlov,21,27825,2.65,0.93,21,1,0,22
20260930,9,0.02,tit_for_tat,26,36039,2.7722307692307693,0.9023846153846153,27,0,1,26
