replicate_seed,generation,mutation_rate,reputation_enabled,communication_enabled,memory_window,policy,count,payoff,average_payoff_per_round,cooperation_rate,selected_count,mutations_in,mutations_out,next_count
20260926,2,0.0,False,False,1,always_cooperate,16,17160,2.145,1.0,14,0,0,14
20260926,2,0.0,False,False,1,always_defect,29,40092,2.764965517241379,0.0,34,0,0,34
20260926,2,0.0,False,False,1,forgiving_tit_for_tat,17,17880,2.103529411764706,1.0,15,0,0,15
20260926,2,0.0,False,False,1,pavlov,18,20600,2.2888888888888888,0.8577777777777778,17,0,0,17
20260926,2,0.0,False,False,1,tit_for_tat,20,23742,2.3742,0.7318,20,0,0,20
20260926,3,0.0,False,False,1,always_cooperate,14,13920,1.9885714285714287,1.0,12,0,0,12
20260926,3,0.0,False,False,1,always_defect,34,44416,2.612705882352941,0.0,39,0,0,39
20260926,3,0.0,False,False,1,forgiving_tit_for_tat,15,14700,1.96,1.0,13,0,0,13
20260926,3,0.0,False,False,1,pavlov,17,17725,2.085294117647059,0.8170588235294117,16,0,0,16
20260926,3,0.0,False,False,1,tit_for_tat,20,22881,2.2881,0.6949,20,0,0,20
20260926,4,0.0,False,False,1,always_cooperate,12,10590,1.765,1.0,10,0,0,10
20260926,4,0.0,False,False,1,always_defect,39,46692,2.3944615384615386,0.0,43,0,0,43
20260926,4,0.0,False,False,1,forgiving_tit_for_tat,13,12330,1.896923076923077,1.0,12,0,0,12
20260926,4,0.0,False,False,1,pavlov,16,16275,2.034375,0.806875,15,0,0,15
20260926,4,0.0,False,False,1,tit_for_tat,20,21747,2.1747,0.6463,20,0,0,20
20260926,5,0.0,False,False,1,always_cooperate,10,8520,1.704,1.0,8,0,0,8
20260926,5,0.0,False,False,1,always_defect,43,49472,2.3010232558139534,0.0,48,0,0,48
20260926,5,0.0,False,False,1,forgiving_tit_for_tat,12,9810,1.635,1.0,10,0,0,10
20260926,5,0.0,False,False,1,pavlov,15,14275,1.9033333333333333,0.7806666666666666,14,0,0,14
20260926,5,0.0,False,False,1,tit_for_tat,20,20382,2.0382,0.5878,20,0,0,20
20260926,6,0.0,False,False,1,always_cooperate,8,5850,1.4625,1.0,6,0,0,6
20260926,6,0.0,False,False,1,always_defect,48,51080,2.1283333333333334,0.0,53,0,0,53
20260926,6,0.0,False,False,1,forgiving_tit_for_tat,10,7350,1.47,1.0,8,0,0,8
20260926,6,0.0,False,False,1,pavlov,14,12650,1.8071428571428572,0.7614285714285715,13,0,0,13
